Frequency,Channel A,"BandPass(A,20e6,40e6)"
(MHz),(dBu),(dBu)

21.92974091,-97.35481000,NaN
21.93450928,-97.17115000,NaN
21.93927765,-97.11439000,NaN
21.94404602,-97.46117000,NaN
21.94881439,-97.30690000,NaN
21.95358276,-97.95209000,NaN
21.95835114,-97.87535000,NaN
21.96311951,-97.68254000,NaN
21.96788788,-98.09859000,NaN
21.97265625,-97.48942000,NaN
21.97742462,-97.37517000,NaN
21.98219299,-97.45956000,NaN
21.98696136,-97.30508000,NaN
21.99172974,-97.65424000,NaN
21.99649811,-97.43448000,NaN
22.00126648,-97.05947000,NaN
22.00603485,-96.96832000,NaN
22.01080322,-97.21535000,NaN
22.01557159,-97.29781000,NaN
22.02033997,-98.19012000,NaN
22.02510834,-97.94019000,NaN
22.02987671,-97.46159000,NaN
22.03464508,-97.56377000,NaN
22.03941345,-97.07109000,NaN
22.04418182,-97.21466000,NaN
22.04895020,-97.49775000,NaN
22.05371857,-96.97258000,NaN
22.05848694,-97.74073000,NaN
22.06325531,-97.38461000,NaN
22.06802368,-97.46812000,NaN
22.07279205,-97.23779000,NaN
22.07756042,-97.48852000,NaN
22.08232880,-97.35612000,NaN
22.08709717,-97.28402000,NaN
22.09186554,-97.30466000,NaN
22.09663391,-97.63868000,NaN
22.10140228,-97.33819000,NaN
22.10617065,-97.37955000,NaN
22.11093903,-97.75929000,NaN
22.11570740,-97.64053000,NaN
22.12047577,-97.05161000,NaN
22.12524414,-97.60236000,NaN
22.13001251,-97.78480000,NaN
22.13478088,-97.68049000,NaN
22.13954926,-96.88195000,NaN
22.14431763,-96.88575000,NaN
22.14908600,-97.39372000,NaN
22.15385437,-97.50644000,NaN
22.15862274,-96.68399000,NaN
22.16339111,-96.72722000,NaN
22.16815948,-96.86390000,NaN
22.17292786,-97.59332000,NaN
22.17769623,-96.41337000,NaN
22.18246460,-96.41481000,NaN
22.18723297,-97.37437000,NaN
22.19200134,-97.26189000,NaN
22.19676971,-97.02026000,NaN
22.20153809,-96.97053000,NaN
22.20630646,-96.90597000,NaN
22.21107483,-96.75455000,NaN
22.21584320,-97.15013000,NaN
22.22061157,-97.47663000,NaN
22.22537994,-97.86184000,NaN
22.23014832,-97.36678000,NaN
22.23491669,-98.51913000,NaN
22.23968506,-97.71480000,NaN
22.24445343,-97.50126000,NaN
22.24922180,-98.03225000,NaN
22.25399017,-98.44132000,NaN
22.25875854,-97.52213000,NaN
22.26352692,-97.23643000,NaN
22.26829529,-97.53668000,NaN
22.27306366,-97.44176000,NaN
22.27783203,-97.80327000,NaN
22.28260040,-97.55521000,NaN
22.28736877,-97.12128000,NaN
22.29213715,-97.56014000,NaN
22.29690552,-97.17029000,NaN
22.30167389,-96.87105000,NaN
22.30644226,-96.35944000,NaN
22.31121063,-96.94991000,NaN
22.31597900,-97.71465000,NaN
22.32074738,-97.84421000,NaN
22.32551575,-97.59978000,NaN
22.33028412,-97.54937000,NaN
22.33505249,-97.06447000,NaN
22.33982086,-97.80404000,NaN
22.34458923,-97.44886000,NaN
22.34935760,-97.25529000,NaN
22.35412598,-97.48303000,NaN
22.35889435,-97.62842000,NaN
22.36366272,-97.35602000,NaN
22.36843109,-97.47410000,NaN
22.37319946,-97.84870000,NaN
22.37796783,-98.20886000,NaN
22.38273621,-97.54211000,NaN
22.38750458,-98.10544000,NaN
22.39227295,-97.78021000,NaN
22.39704132,-96.93827000,NaN
22.40180969,-97.08991000,NaN
22.40657806,-97.60973000,NaN
22.41134644,-97.36861000,NaN
22.41611481,-97.65524000,NaN
22.42088318,-97.22736000,NaN
22.42565155,-96.94003000,NaN
22.43041992,-96.67883000,NaN
22.43518829,-96.91402000,NaN
22.43995667,-96.20707000,NaN
22.44472504,-96.78412000,NaN
22.44949341,-97.32762000,NaN
22.45426178,-97.36265000,NaN
22.45903015,-97.05217000,NaN
22.46379852,-96.50906000,NaN
22.46856689,-96.26558000,NaN
22.47333527,-96.62566000,NaN
22.47810364,-97.17577000,NaN
22.48287201,-97.46922000,NaN
22.48764038,-97.56974000,NaN
22.49240875,-97.67937000,NaN
22.49717712,-97.62384000,NaN
22.50194550,-97.83936000,NaN
22.50671387,-96.89488000,NaN
22.51148224,-97.01223000,NaN
22.51625061,-97.07497000,NaN
22.52101898,-96.86874000,NaN
22.52578735,-97.10233000,NaN
22.53055573,-97.70882000,NaN
22.53532410,-97.18778000,NaN
22.54009247,-97.09832000,NaN
22.54486084,-97.02900000,NaN
22.54962921,-97.00574000,NaN
22.55439758,-97.20962000,NaN
22.55916595,-97.07176000,NaN
22.56393433,-97.01275000,NaN
22.56870270,-96.93915000,NaN
22.57347107,-97.16697000,NaN
22.57823944,-97.03215000,NaN
22.58300781,-97.29298000,NaN
22.58777618,-97.28302000,NaN
22.59254456,-97.22578000,NaN
22.59731293,-97.15457000,NaN
22.60208130,-97.52551000,NaN
22.60684967,-97.70936000,NaN
22.61161804,-97.82240000,NaN
22.61638641,-98.06649000,NaN
22.62115479,-97.91738000,NaN
22.62592316,-97.06773000,NaN
22.63069153,-97.27398000,NaN
22.63545990,-96.87070000,NaN
22.64022827,-96.84462000,NaN
22.64499664,-96.74095000,NaN
22.64976501,-96.57383000,NaN
22.65453339,-97.17252000,NaN
22.65930176,-97.18171000,NaN
22.66407013,-97.26189000,NaN
22.66883850,-96.90682000,NaN
22.67360687,-96.93146000,NaN
22.67837524,-96.98337000,NaN
22.68314362,-97.00562000,NaN
22.68791199,-96.90049000,NaN
22.69268036,-97.21580000,NaN
22.69744873,-97.20187000,NaN
22.70221710,-97.94668000,NaN
22.70698547,-97.68374000,NaN
22.71175385,-97.48119000,NaN
22.71652222,-97.26923000,NaN
22.72129059,-97.41150000,NaN
22.72605896,-97.32365000,NaN
22.73082733,-96.72028000,NaN
22.73559570,-96.72337000,NaN
22.74036407,-97.88454000,NaN
22.74513245,-97.59007000,NaN
22.74990082,-97.35294000,NaN
22.75466919,-97.82447000,NaN
22.75943756,-97.51375000,NaN
22.76420593,-96.80713000,NaN
22.76897430,-96.82470000,NaN
22.77374268,-97.27647000,NaN
22.77851105,-96.90482000,NaN
22.78327942,-97.37740000,NaN
22.78804779,-97.14071000,NaN
22.79281616,-96.14506000,NaN
22.79758453,-96.30461000,NaN
22.80235291,-96.68403000,NaN
22.80712128,-97.18171000,NaN
22.81188965,-97.38303000,NaN
22.81665802,-97.49831000,NaN
22.82142639,-97.32457000,NaN
22.82619476,-98.00687000,NaN
22.83096313,-97.25957000,NaN
22.83573151,-97.15418000,NaN
22.84049988,-96.61852000,NaN
22.84526825,-96.47732000,NaN
22.85003662,-96.84836000,NaN
22.85480499,-97.02565000,NaN
22.85957336,-96.58885000,NaN
22.86434174,-97.28202000,NaN
22.86911011,-98.39505000,NaN
22.87387848,-97.20203000,NaN
22.87864685,-96.80987000,NaN
22.88341522,-96.24818000,NaN
22.88818359,-96.46487000,NaN
22.89295197,-97.03117000,NaN
22.89772034,-96.95135000,NaN
22.90248871,-96.80609000,NaN
22.90725708,-97.29251000,NaN
22.91202545,-97.27452000,NaN
22.91679382,-96.68717000,NaN
22.92156219,-96.81082000,NaN
22.92633057,-97.55746000,NaN
22.93109894,-97.96114000,NaN
22.93586731,-96.62857000,NaN
22.94063568,-96.62801000,NaN
22.94540405,-96.44937000,NaN
22.95017242,-97.09157000,NaN
22.95494080,-97.41699000,NaN
22.95970917,-97.45216000,NaN
22.96447754,-97.79993000,NaN
22.96924591,-97.35571000,NaN
22.97401428,-97.28926000,NaN
22.97878265,-97.10857000,NaN
22.98355103,-97.05053000,NaN
22.98831940,-96.64000000,NaN
22.99308777,-96.53510000,NaN
22.99785614,-96.60769000,NaN
23.00262451,-97.22289000,NaN
23.00739288,-97.19226000,NaN
23.01216125,-96.65278000,NaN
23.01692963,-96.39632000,NaN
23.02169800,-97.32111000,NaN
23.02646637,-96.77563000,NaN
23.03123474,-96.68007000,NaN
23.03600311,-97.44489000,NaN
23.04077148,-97.53445000,NaN
23.04553986,-97.02528000,NaN
23.05030823,-96.76637000,NaN
23.05507660,-96.94579000,NaN
23.05984497,-96.44639000,NaN
23.06461334,-96.88099000,NaN
23.06938171,-97.24545000,NaN
23.07415009,-97.75551000,NaN
23.07891846,-97.18050000,NaN
23.08368683,-96.79331000,NaN
23.08845520,-97.23760000,NaN
23.09322357,-97.35609000,NaN
23.09799194,-97.21666000,NaN
23.10276031,-96.75327000,NaN
23.10752869,-97.13708000,NaN
23.11229706,-96.83182000,NaN
23.11706543,-97.51861000,NaN
23.12183380,-97.12679000,NaN
23.12660217,-97.64130000,NaN
23.13137054,-97.94566000,NaN
23.13613892,-96.77238000,NaN
23.14090729,-96.70794000,NaN
23.14567566,-96.42760000,NaN
23.15044403,-96.99369000,NaN
23.15521240,-96.88142000,NaN
23.15998077,-96.54990000,NaN
23.16474915,-96.91779000,NaN
23.16951752,-97.07319000,NaN
23.17428589,-96.36330000,NaN
23.17905426,-97.18098000,NaN
23.18382263,-97.16257000,NaN
23.18859100,-97.15965000,NaN
23.19335938,-96.79085000,NaN
23.19812775,-97.03274000,NaN
23.20289612,-96.84927000,NaN
23.20766449,-96.92413000,NaN
23.21243286,-96.37577000,NaN
23.21720123,-96.17691000,NaN
23.22196960,-96.82207000,NaN
23.22673798,-96.84679000,NaN
23.23150635,-96.95856000,NaN
23.23627472,-96.53886000,NaN
23.24104309,-97.37270000,NaN
23.24581146,-96.88332000,NaN
23.25057983,-97.63178000,NaN
23.25534821,-96.69873000,NaN
23.26011658,-96.56360000,NaN
23.26488495,-96.86928000,NaN
23.26965332,-97.36171000,NaN
23.27442169,-96.52187000,NaN
23.27919006,-96.03014000,NaN
23.28395844,-96.11454000,NaN
23.28872681,-96.22491000,NaN
23.29349518,-97.70677000,NaN
23.29826355,-97.62000000,NaN
23.30303192,-97.10091000,NaN
23.30780029,-97.32126000,NaN
23.31256866,-96.38000000,NaN
23.31733704,-96.04176000,NaN
23.32210541,-96.49974000,NaN
23.32687378,-96.59573000,NaN
23.33164215,-96.86740000,NaN
23.33641052,-97.73971000,NaN
23.34117889,-97.65324000,NaN
23.34594727,-97.50936000,NaN
23.35071564,-96.98867000,NaN
23.35548401,-96.67509000,NaN
23.36025238,-97.20900000,NaN
23.36502075,-97.08759000,NaN
23.36978912,-96.95348000,NaN
23.37455750,-96.96600000,NaN
23.37932587,-96.86652000,NaN
23.38409424,-96.86497000,NaN
23.38886261,-96.52029000,NaN
23.39363098,-96.75718000,NaN
23.39839935,-98.23606000,NaN
23.40316772,-97.66373000,NaN
23.40793610,-97.55947000,NaN
23.41270447,-96.43613000,NaN
23.41747284,-97.16143000,NaN
23.42224121,-97.36309000,NaN
23.42700958,-97.22878000,NaN
23.43177795,-97.35536000,NaN
23.43654633,-97.53873000,NaN
23.44131470,-97.09370000,NaN
23.44608307,-96.94944000,NaN
23.45085144,-96.62247000,NaN
23.45561981,-96.76817000,NaN
23.46038818,-97.60028000,NaN
23.46515656,-97.28457000,NaN
23.46992493,-96.60863000,NaN
23.47469330,-96.69529000,NaN
23.47946167,-97.14555000,NaN
23.48423004,-97.08047000,NaN
23.48899841,-96.56406000,NaN
23.49376678,-96.73569000,NaN
23.49853516,-97.01659000,NaN
23.50330353,-96.98860000,NaN
23.50807190,-97.19801000,NaN
23.51284027,-97.89009000,NaN
23.51760864,-97.84533000,NaN
23.52237701,-97.20465000,NaN
23.52714539,-96.24839000,NaN
23.53191376,-96.86929000,NaN
23.53668213,-97.05759000,NaN
23.54145050,-96.74555000,NaN
23.54621887,-96.36921000,NaN
23.55098724,-96.32253000,NaN
23.55575562,-97.65374000,NaN
23.56052399,-97.45370000,NaN
23.56529236,-96.20750000,NaN
23.57006073,-96.77886000,NaN
23.57482910,-97.52446000,NaN
23.57959747,-96.80895000,NaN
23.58436584,-96.38082000,NaN
23.58913422,-95.97581000,NaN
23.59390259,-95.89568000,NaN
23.59867096,-97.07375000,NaN
23.60343933,-96.56342000,NaN
23.60820770,-95.88705000,NaN
23.61297607,-96.24424000,NaN
23.61774445,-96.71320000,NaN
23.62251282,-96.54194000,NaN
23.62728119,-96.29640000,NaN
23.63204956,-96.75494000,NaN
23.63681793,-96.33079000,NaN
23.64158630,-96.24039000,NaN
23.64635468,-96.85747000,NaN
23.65112305,-97.04779000,NaN
23.65589142,-96.94265000,NaN
23.66065979,-96.91045000,NaN
23.66542816,-97.54454000,NaN
23.67019653,-97.17914000,NaN
23.67496490,-96.98901000,NaN
23.67973328,-97.06852000,NaN
23.68450165,-96.73125000,NaN
23.68927002,-96.90042000,NaN
23.69403839,-96.78676000,NaN
23.69880676,-96.69080000,NaN
23.70357513,-96.45353000,NaN
23.70834351,-96.29277000,NaN
23.71311188,-96.68009000,NaN
23.71788025,-96.73042000,NaN
23.72264862,-96.71255000,NaN
23.72741699,-96.76563000,NaN
23.73218536,-96.49444000,NaN
23.73695374,-96.45018000,NaN
23.74172211,-97.43649000,NaN
23.74649048,-96.98210000,NaN
23.75125885,-96.76389000,NaN
23.75602722,-96.32729000,NaN
23.76079559,-96.83949000,NaN
23.76556396,-96.40307000,NaN
23.77033234,-96.75455000,NaN
23.77510071,-96.88475000,NaN
23.77986908,-97.79028000,NaN
23.78463745,-97.02502000,NaN
23.78940582,-96.08882000,NaN
23.79417419,-96.89702000,NaN
23.79894257,-96.42612000,NaN
23.80371094,-96.63117000,NaN
23.80847931,-96.96230000,NaN
23.81324768,-97.01813000,NaN
23.81801605,-96.73877000,NaN
23.82278442,-96.77407000,NaN
23.82755280,-96.95188000,NaN
23.83232117,-97.06128000,NaN
23.83708954,-96.97076000,NaN
23.84185791,-96.96167000,NaN
23.84662628,-96.59487000,NaN
23.85139465,-96.45566000,NaN
23.85616302,-96.99469000,NaN
23.86093140,-97.30170000,NaN
23.86569977,-97.39351000,NaN
23.87046814,-96.55386000,NaN
23.87523651,-97.30416000,NaN
23.88000488,-97.18124000,NaN
23.88477325,-96.98412000,NaN
23.88954163,-97.20335000,NaN
23.89431000,-96.68194000,NaN
23.89907837,-97.13577000,NaN
23.90384674,-96.59564000,NaN
23.90861511,-96.86509000,NaN
23.91338348,-96.82333000,NaN
23.91815186,-96.84228000,NaN
23.92292023,-96.27795000,NaN
23.92768860,-96.04626000,NaN
23.93245697,-97.05813000,NaN
23.93722534,-96.61972000,NaN
23.94199371,-97.29732000,NaN
23.94676208,-96.24722000,NaN
23.95153046,-96.51232000,NaN
23.95629883,-96.90404000,NaN
23.96106720,-96.19406000,NaN
23.96583557,-97.42276000,NaN
23.97060394,-96.49087000,NaN
23.97537231,-96.38277000,NaN
23.98014069,-98.03430000,NaN
23.98490906,-97.03301000,NaN
23.98967743,-97.07833000,NaN
23.99444580,-97.00313000,NaN
23.99921417,-97.28909000,NaN
24.00398254,-97.71275000,NaN
24.00875092,-96.97637000,NaN
24.01351929,-97.20190000,NaN
24.01828766,-97.36725000,NaN
24.02305603,-96.71313000,NaN
24.02782440,-96.71326000,NaN
24.03259277,-96.83123000,NaN
24.03736115,-97.19621000,NaN
24.04212952,-97.75774000,NaN
24.04689789,-96.87083000,NaN
24.05166626,-96.69163000,NaN
24.05643463,-96.68089000,NaN
24.06120300,-96.47047000,NaN
24.06597137,-96.35767000,NaN
24.07073975,-97.23900000,NaN
24.07550812,-97.01991000,NaN
24.08027649,-97.27778000,NaN
24.08504486,-96.70081000,NaN
24.08981323,-96.26241000,NaN
24.09458160,-96.99973000,NaN
24.09934998,-96.71609000,NaN
24.10411835,-95.96978000,NaN
24.10888672,-95.61993000,NaN
24.11365509,-96.35987000,NaN
24.11842346,-96.94316000,NaN
24.12319183,-96.25616000,NaN
24.12796021,-96.77901000,NaN
24.13272858,-96.38396000,NaN
24.13749695,-96.00257000,NaN
24.14226532,-96.21761000,NaN
24.14703369,-96.60390000,NaN
24.15180206,-97.25011000,NaN
24.15657043,-97.17297000,NaN
24.16133881,-97.18985000,NaN
24.16610718,-96.69740000,NaN
24.17087555,-96.48328000,NaN
24.17564392,-96.24538000,NaN
24.18041229,-96.55888000,NaN
24.18518066,-96.40004000,NaN
24.18994904,-96.34908000,NaN
24.19471741,-96.28917000,NaN
24.19948578,-96.15820000,NaN
24.20425415,-95.94678000,NaN
24.20902252,-95.80161000,NaN
24.21379089,-96.20930000,NaN
24.21855927,-96.79804000,NaN
24.22332764,-96.93353000,NaN
24.22809601,-96.38139000,NaN
24.23286438,-96.69421000,NaN
24.23763275,-96.73734000,NaN
24.24240112,-96.80582000,NaN
24.24716949,-96.48812000,NaN
24.25193787,-96.13656000,NaN
24.25670624,-95.62410000,NaN
24.26147461,-95.66216000,NaN
24.26624298,-96.45580000,NaN
24.27101135,-96.48528000,NaN
24.27577972,-96.39638000,NaN
24.28054810,-96.34201000,NaN
24.28531647,-96.70033000,NaN
24.29008484,-96.48879000,NaN
24.29485321,-96.76133000,NaN
24.29962158,-96.16285000,NaN
24.30438995,-96.01614000,NaN
24.30915833,-97.02829000,NaN
24.31392670,-97.00790000,NaN
24.31869507,-96.99517000,NaN
24.32346344,-97.47248000,NaN
24.32823181,-96.85660000,NaN
24.33300018,-96.55785000,NaN
24.33776855,-96.71898000,NaN
24.34253693,-97.15684000,NaN
24.34730530,-96.40930000,NaN
24.35207367,-96.97878000,NaN
24.35684204,-96.59341000,NaN
24.36161041,-96.27341000,NaN
24.36637878,-96.29881000,NaN
24.37114716,-96.57321000,NaN
24.37591553,-97.12519000,NaN
24.38068390,-96.56026000,NaN
24.38545227,-96.35365000,NaN
24.39022064,-96.51965000,NaN
24.39498901,-96.54778000,NaN
24.39975739,-96.45805000,NaN
24.40452576,-95.71164000,NaN
24.40929413,-96.66261000,NaN
24.41406250,-95.64224000,NaN
24.41883087,-96.09989000,NaN
24.42359924,-96.26356000,NaN
24.42836761,-96.09354000,NaN
24.43313599,-96.61284000,NaN
24.43790436,-96.67006000,NaN
24.44267273,-96.55912000,NaN
24.44744110,-97.18018000,NaN
24.45220947,-96.08638000,NaN
24.45697784,-96.06273000,NaN
24.46174622,-96.18577000,NaN
24.46651459,-96.04806000,NaN
24.47128296,-96.50232000,NaN
24.47605133,-97.22121000,NaN
24.48081970,-96.71869000,NaN
24.48558807,-95.82942000,NaN
24.49035645,-95.84716000,NaN
24.49512482,-97.17142000,NaN
24.49989319,-96.25769000,NaN
24.50466156,-96.45042000,NaN
24.50942993,-96.74946000,NaN
24.51419830,-96.29189000,NaN
24.51896667,-96.06742000,NaN
24.52373505,-96.32513000,NaN
24.52850342,-96.86079000,NaN
24.53327179,-96.57786000,NaN
24.53804016,-96.09068000,NaN
24.54280853,-96.47972000,NaN
24.54757690,-95.99515000,NaN
24.55234528,-96.08156000,NaN
24.55711365,-96.10367000,NaN
24.56188202,-96.45178000,NaN
24.56665039,-97.06266000,NaN
24.57141876,-97.06438000,NaN
24.57618713,-96.27011000,NaN
24.58095551,-96.18409000,NaN
24.58572388,-96.14189000,NaN
24.59049225,-96.95198000,NaN
24.59526062,-96.42689000,NaN
24.60002899,-96.94280000,NaN
24.60479736,-96.78501000,NaN
24.60956573,-96.43056000,NaN
24.61433411,-96.54295000,NaN
24.61910248,-96.70440000,NaN
24.62387085,-96.52070000,NaN
24.62863922,-96.25856000,NaN
24.63340759,-96.37924000,NaN
24.63817596,-97.34265000,NaN
24.64294434,-97.07768000,NaN
24.64771271,-96.21387000,NaN
24.65248108,-96.19900000,NaN
24.65724945,-96.56235000,NaN
24.66201782,-96.26408000,NaN
24.66678619,-96.25428000,NaN
24.67155457,-97.00549000,NaN
24.67632294,-96.92869000,NaN
24.68109131,-96.56554000,NaN
24.68585968,-96.75691000,NaN
24.69062805,-96.92595000,NaN
24.69539642,-96.31393000,NaN
24.70016479,-95.87754000,NaN
24.70493317,-96.52487000,NaN
24.70970154,-97.10661000,NaN
24.71446991,-96.84632000,NaN
24.71923828,-96.35390000,NaN
24.72400665,-96.61560000,NaN
24.72877502,-95.99469000,NaN
24.73354340,-96.45417000,NaN
24.73831177,-96.59675000,NaN
24.74308014,-96.12991000,NaN
24.74784851,-96.34200000,NaN
24.75261688,-96.59100000,NaN
24.75738525,-96.59917000,NaN
24.76215363,-97.13422000,NaN
24.76692200,-96.84703000,NaN
24.77169037,-96.70406000,NaN
24.77645874,-96.77431000,NaN
24.78122711,-96.39572000,NaN
24.78599548,-95.94269000,NaN
24.79076385,-96.11655000,NaN
24.79553223,-97.36774000,NaN
24.80030060,-97.13567000,NaN
24.80506897,-96.63908000,NaN
24.80983734,-96.61211000,NaN
24.81460571,-95.71471000,NaN
24.81937408,-96.89124000,NaN
24.82414246,-96.46249000,NaN
24.82891083,-96.54169000,NaN
24.83367920,-96.34723000,NaN
24.83844757,-96.91721000,NaN
24.84321594,-97.15841000,NaN
24.84798431,-96.63442000,NaN
24.85275269,-96.08226000,NaN
24.85752106,-95.78426000,NaN
24.86228943,-96.03503000,NaN
24.86705780,-96.60419000,NaN
24.87182617,-96.72696000,NaN
24.87659454,-96.58304000,NaN
24.88136292,-96.39418000,NaN
24.88613129,-96.56743000,NaN
24.89089966,-96.65961000,NaN
24.89566803,-96.14103000,NaN
24.90043640,-96.46396000,NaN
24.90520477,-97.10376000,NaN
24.90997314,-96.60649000,NaN
24.91474152,-96.73651000,NaN
24.91950989,-96.93053000,NaN
24.92427826,-97.34094000,NaN
24.92904663,-97.06680000,NaN
24.93381500,-96.88992000,NaN
24.93858337,-96.36010000,NaN
24.94335175,-96.37537000,NaN
24.94812012,-96.44068000,NaN
24.95288849,-96.55367000,NaN
24.95765686,-96.11414000,NaN
24.96242523,-97.02082000,NaN
24.96719360,-97.48883000,NaN
24.97196198,-96.55106000,NaN
24.97673035,-96.30680000,NaN
24.98149872,-96.36208000,NaN
24.98626709,-96.72150000,NaN
24.99103546,-96.69739000,NaN
24.99580383,-96.44258000,NaN
25.00057220,-96.19073000,NaN
25.00534058,-96.37883000,NaN
25.01010895,-95.93668000,NaN
25.01487732,-95.48368000,NaN
25.01964569,-96.47069000,NaN
25.02441406,-96.65276000,NaN
25.02918243,-96.76831000,NaN
25.03395081,-96.95003000,NaN
25.03871918,-96.20012000,NaN
25.04348755,-96.23286000,NaN
25.04825592,-96.60780000,NaN
25.05302429,-97.48967000,NaN
25.05779266,-97.22376000,NaN
25.06256104,-96.66621000,NaN
25.06732941,-95.54792000,NaN
25.07209778,-96.19405000,NaN
25.07686615,-96.01232000,NaN
25.08163452,-96.40771000,NaN
25.08640289,-96.78380000,NaN
25.09117126,-96.29191000,NaN
25.09593964,-96.02071000,NaN
25.10070801,-96.39836000,NaN
25.10547638,-97.11656000,NaN
25.11024475,-96.69394000,NaN
25.11501312,-95.83847000,NaN
25.11978149,-95.63869000,NaN
25.12454987,-96.22297000,NaN
25.12931824,-96.39812000,NaN
25.13408661,-96.80354000,NaN
25.13885498,-96.29411000,NaN
25.14362335,-95.94750000,NaN
25.14839172,-95.85432000,NaN
25.15316010,-96.74879000,NaN
25.15792847,-96.92963000,NaN
25.16269684,-96.53094000,NaN
25.16746521,-96.43582000,NaN
25.17223358,-96.72694000,NaN
25.17700195,-96.81313000,NaN
25.18177032,-96.98253000,NaN
25.18653870,-96.44958000,NaN
25.19130707,-97.08961000,NaN
25.19607544,-96.37321000,NaN
25.20084381,-95.18893000,NaN
25.20561218,-95.41462000,NaN
25.21038055,-96.10413000,NaN
25.21514893,-96.32626000,NaN
25.21991730,-96.53975000,NaN
25.22468567,-96.26943000,NaN
25.22945404,-96.23725000,NaN
25.23422241,-96.63476000,NaN
25.23899078,-96.69424000,NaN
25.24375916,-96.73196000,NaN
25.24852753,-96.54179000,NaN
25.25329590,-96.60905000,NaN
25.25806427,-96.26339000,NaN
25.26283264,-96.55897000,NaN
25.26760101,-96.26957000,NaN
25.27236938,-96.35577000,NaN
25.27713776,-96.68562000,NaN
25.28190613,-96.43538000,NaN
25.28667450,-96.10693000,NaN
25.29144287,-95.79721000,NaN
25.29621124,-95.64085000,NaN
25.30097961,-95.98971000,NaN
25.30574799,-95.68771000,NaN
25.31051636,-96.35164000,NaN
25.31528473,-96.59260000,NaN
25.32005310,-96.76620000,NaN
25.32482147,-96.52404000,NaN
25.32958984,-96.35806000,NaN
25.33435822,-95.68361000,NaN
25.33912659,-96.19041000,NaN
25.34389496,-96.32322000,NaN
25.34866333,-96.28713000,NaN
25.35343170,-96.52300000,NaN
25.35820007,-96.37157000,NaN
25.36296844,-96.06250000,NaN
25.36773682,-96.17947000,NaN
25.37250519,-96.20576000,NaN
25.37727356,-96.09373000,NaN
25.38204193,-96.32639000,NaN
25.38681030,-96.73166000,NaN
25.39157867,-96.09065000,NaN
25.39634705,-95.96736000,NaN
25.40111542,-96.96938000,NaN
25.40588379,-96.73151000,NaN
25.41065216,-95.89677000,NaN
25.41542053,-95.66351000,NaN
25.42018890,-96.02507000,NaN
25.42495728,-95.94899000,NaN
25.42972565,-95.89632000,NaN
25.43449402,-95.46198000,NaN
25.43926239,-95.88232000,NaN
25.44403076,-96.06461000,NaN
25.44879913,-96.34501000,NaN
25.45356750,-95.80708000,NaN
25.45833588,-95.68237000,NaN
25.46310425,-95.71741000,NaN
25.46787262,-95.90648000,NaN
25.47264099,-96.56196000,NaN
25.47740936,-96.54585000,NaN
25.48217773,-96.04636000,NaN
25.48694611,-96.48366000,NaN
25.49171448,-96.85879000,NaN
25.49648285,-96.27813000,NaN
25.50125122,-96.78580000,NaN
25.50601959,-96.48325000,NaN
25.51078796,-96.27090000,NaN
25.51555634,-97.05997000,NaN
25.52032471,-96.04736000,NaN
25.52509308,-96.28042000,NaN
25.52986145,-96.62154000,NaN
25.53462982,-96.30995000,NaN
25.53939819,-96.89893000,NaN
25.54416656,-96.68610000,NaN
25.54893494,-97.02969000,NaN
25.55370331,-96.57151000,NaN
25.55847168,-96.28214000,NaN
25.56324005,-96.15896000,NaN
25.56800842,-95.52214000,NaN
25.57277679,-95.82618000,NaN
25.57754517,-95.92537000,NaN
25.58231354,-95.69322000,NaN
25.58708191,-96.55845000,NaN
25.59185028,-96.75790000,NaN
25.59661865,-96.38304000,NaN
25.60138702,-96.03094000,NaN
25.60615540,-95.55138000,NaN
25.61092377,-96.52476000,NaN
25.61569214,-95.98248000,NaN
25.62046051,-96.10192000,NaN
25.62522888,-96.32845000,NaN
25.62999725,-96.07932000,NaN
25.63476563,-96.23366000,NaN
25.63953400,-95.76585000,NaN
25.64430237,-96.95078000,NaN
25.64907074,-96.25462000,NaN
25.65383911,-95.51485000,NaN
25.65860748,-95.93456000,NaN
25.66337585,-96.77896000,NaN
25.66814423,-97.08555000,NaN
25.67291260,-96.06436000,NaN
25.67768097,-95.90513000,NaN
25.68244934,-96.27993000,NaN
25.68721771,-96.20426000,NaN
25.69198608,-95.33013000,NaN
25.69675446,-95.65005000,NaN
25.70152283,-95.61486000,NaN
25.70629120,-95.82902000,NaN
25.71105957,-96.23829000,NaN
25.71582794,-96.19727000,NaN
25.72059631,-95.78251000,NaN
25.72536469,-95.70337000,NaN
25.73013306,-96.45173000,NaN
25.73490143,-96.16418000,NaN
25.73966980,-95.99018000,NaN
25.74443817,-95.65224000,NaN
25.74920654,-95.76656000,NaN
25.75397491,-95.60558000,NaN
25.75874329,-95.85664000,NaN
25.76351166,-96.16528000,NaN
25.76828003,-97.15781000,NaN
25.77304840,-96.72308000,NaN
25.77781677,-96.58346000,NaN
25.78258514,-96.14422000,NaN
25.78735352,-96.46026000,NaN
25.79212189,-96.88951000,NaN
25.79689026,-95.63322000,NaN
25.80165863,-95.79096000,NaN
25.80642700,-96.06727000,NaN
25.81119537,-95.50592000,NaN
25.81596375,-95.90011000,NaN
25.82073212,-96.38764000,NaN
25.82550049,-96.24178000,NaN
25.83026886,-96.66808000,NaN
25.83503723,-95.75510000,NaN
